iter	RMSE
371	0.3538735519
372	0.3537524244
373	0.3534472484
374	0.3531277844
375	0.352859035
376	0.3526832948
377	0.3525702528
378	0.3523251127
379	0.3521154401
380	0.3519303833
381	0.3516247635
382	0.3514375209
383	0.351345607
384	0.3510758044
385	0.3508534658
386	0.3504219913
387	0.3502577652
388	0.3500155057
389	0.3498164038
390	0.3495090235
391	0.3492967546
392	0.3491782326
393	0.349053126
394	0.3488508092
395	0.3486505743
396	0.3485016434
397	0.3482109947
398	0.3480748271
399	0.3478917051
400	0.3477397745
401	0.3474212622
402	0.3472756801
403	0.3469827299
404	0.3466487567
405	0.3464637699
406	0.3461682628
407	0.3459139372
408	0.3456595339
409	0.3453807255
410	0.345167548
411	0.3450015877
412	0.3447769529
413	0.3445620041
414	0.3443712883
415	0.3440732232
416	0.3437524018
417	0.3435805534
418	0.3433493048
419	0.3430763538
420	0.3428406561
421	0.3425859982
422	0.3424628432
423	0.3421270263
424	0.3418588539
425	0.3416369437
426	0.341361786
427	0.3412405153
428	0.341035442
429	0.3407716313
430	0.340634978
431	0.3404174672
432	0.3401923213
433	0.3400402606
434	0.3398775021
435	0.3395935728
436	0.3393112228
437	0.3391227689
438	0.3390167007
439	0.3388557139
440	0.3386056757
441	0.3384273036
442	0.3382486208
443	0.3380670646
444	0.3377747907
445	0.3376182718
446	0.3374141988
447	0.3371588151
448	0.3369420834
449	0.3367955479
450	0.3366353374
451	0.3362891469
452	0.3361521923
453	0.3359912828
454	0.335917764
455	0.3356154823
456	0.3352922206
457	0.3351214807
458	0.3349927591
459	0.3347638611
460	0.3345518273
461	0.3343851786
462	0.334177282
463	0.3339444636
464	0.3338488362
465	0.3336433277
466	0.3333464781
467	0.3330782692
468	0.3327765058
469	0.3325714314
470	0.3324841615
471	0.3322438372
472	0.3321215108
473	0.3319016107
474	0.3317216736
475	0.3314805418
476	0.3312668622
477	0.3311150381
478	0.3309445588
479	0.3306187309
480	0.3304906278
481	0.3303987707
482	0.3301107816
483	0.3298669143
484	0.3296345657
485	0.3294648958
486	0.329350697
487	0.3292293809
488	0.3290576758
489	0.3288749235
490	0.3286916442
491	0.3284718912
492	0.328307306
493	0.3281164502
494	0.327894507
495	0.3277664568
496	0.3274851354
497	0.3272541761
498	0.3270384615
499	0.3268876876
500	0.3267203332
501	0.3265312337
502	0.3263317076
503	0.3262184057
504	0.3260575363
505	0.325838741
506	0.3256778882
507	0.32543639
508	0.3253047528
509	0.3251466598
510	0.325033821
511	0.3247802279
512	0.3245565451
513	0.3243491785
514	0.3242236805
515	0.3240619838
516	0.3238065228
517	0.3236233889
518	0.3235437073
519	0.3234019705
520	0.3232207982
521	0.3231076009
522	0.3228915235
523	0.3227184546
524	0.3224956705
525	0.3223845887
526	0.3221533255
527	0.321886996
528	0.321743632
529	0.3216040689
530	0.3214065203
531	0.3213115487
532	0.321158767
533	0.321008019
534	0.3207531555
535	0.3206090376
536	0.3204427702
537	0.3202245197
538	0.3200205515
539	0.319892651
540	0.319616827
541	0.3192849128
542	0.3190471221
543	0.3188386813
544	0.3186380838
545	0.3185358321
546	0.3183234691
547	0.3181481101
548	0.3179226183
549	0.3177172468
550	0.317480754
551	0.3172696754
552	0.3171667628
553	0.317058726
554	0.3170034863
555	0.3168337803
556	0.3166340475
557	0.3163514301
558	0.3161321165
559	0.3158305112
560	0.3156433346
561	0.3154598905
562	0.3151524596
563	0.315031719
564	0.3149409193
565	0.3147147276
566	0.3144528124
567	0.3143330641
568	0.3142401662
569	0.3140953995
570	0.3139353139
571	0.313793749
572	0.3136438674
573	0.3134319875
574	0.313312281
575	0.3130914447
576	0.3128501494
577	0.312575097
578	0.3123548207
579	0.3121353771
580	0.3119090578
581	0.3117867926
582	0.3116401942
583	0.3114259734
584	0.3112210333
585	0.3110196938
586	0.3109550661
587	0.310755863
588	0.310595192
589	0.3104728615
590	0.3102835248
591	0.3100508998
592	0.3099294729
593	0.3097637847
594	0.309510664
595	0.3093616811
596	0.3092424536
597	0.3090022455
598	0.3088293363
599	0.3086865277
600	0.3084973085
601	0.3083500406
602	0.3082014164
603	0.3080530759
604	0.307928072
605	0.307768143
606	0.3076772382
607	0.3075328129
608	0.307341385
609	0.3071751099
610	0.307021703
611	0.3068447681
612	0.3066716783
613	0.3064918238
614	0.3063154239
615	0.3061696465
616	0.3060305192
617	0.3058440004
618	0.3056897064
619	0.3055841191
620	0.3054603631
621	0.3053153727
622	0.305129082
623	0.3050139235
624	0.3047781468
625	0.3045784311
626	0.3043761219
627	0.3042490322
628	0.3041084054
629	0.3038103319
630	0.3037264685
631	0.3036015236
632	0.3033120366
633	0.3031840432
634	0.302994136
635	0.3027658142
636	0.3025959521
637	0.3024185302
638	0.3022724226
639	0.3020077286
640	0.3018143987
641	0.3017657464
642	0.3016219736
643	0.3014025048
644	0.3012834031
645	0.30115442
646	0.300964019
647	0.3007458345
648	0.3005554823
649	0.3003901872
650	0.3002317942
651	0.3000808574
652	0.2999264585
653	0.29986789
654	0.2997354522
655	0.2994128614
656	0.2990552578
657	0.2987442097
658	0.298522067
659	0.2982824602
660	0.2981420609
661	0.2979714578
662	0.2977962844
663	0.2976384176
664	0.2974192867
665	0.2972597272
666	0.2971441944
667	0.2970155918
668	0.2968568824
669	0.2966904561
670	0.2965557413
671	0.296428014
672	0.296263369
673	0.296055704
674	0.2958840782
675	0.2956964293
676	0.2955595109
677	0.2954383278
678	0.2952804763
679	0.295149682
680	0.2950000321
681	0.2948817433
682	0.294710076
683	0.2945303424
684	0.2942609248
685	0.2940670669
686	0.2938225988
687	0.2937003461
688	0.2935520914
689	0.293500951
690	0.2933571611
691	0.2931072374
692	0.292966437
693	0.292835258
694	0.2926883619
695	0.2925456465
696	0.2923974808
697	0.2922377507
698	0.292111556
699	0.2920154578
700	0.2918827701
701	0.2916702952
702	0.2915891804
703	0.2914390496
704	0.2912524137
705	0.2910497021
706	0.2909084457
707	0.2906834049
708	0.2904872241
709	0.2902497875
710	0.2901655337
711	0.2899473011
712	0.2897335234
713	0.2896694124
714	0.2895338112
715	0.2893395444
716	0.2890731631
717	0.288913955
718	0.2887797076
719	0.2886362528
720	0.2884929366
721	0.2883929767
722	0.2882423304
723	0.2880328444
724	0.2879430312
725	0.2878604168
726	0.2876656665
727	0.2874227122
728	0.2872481476
729	0.28707184
730	0.286909516
731	0.2867505398
732	0.2866215951
733	0.2864553309
734	0.2862102968
735	0.2860124737
736	0.2858982972
737	0.2856991799
738	0.2855861577
739	0.2854097409
740	0.2852869236
741	0.2851020605
742	0.2849406654
743	0.2847442796
744	0.2845962651
745	0.2844000345
746	0.2842458107
747	0.2840982133
748	0.2839138737
749	0.2836931926
750	0.2833997673
751	0.2831039425
752	0.2829187306
753	0.2828292733
754	0.2827425377
755	0.2826574394
756	0.2825334472
757	0.282369307
758	0.2822285662
759	0.2820744357
760	0.2819600194
761	0.2818410786
762	0.2817548247
763	0.281531664
764	0.2814503829
765	0.2812485114
766	0.2810367622
767	0.2809116231
768	0.2807366765
769	0.280575275
770	0.2804363194
771	0.2803291896
772	0.2801682547
773	0.2800238628
774	0.2798120858
775	0.2797253992
776	0.2795975952
777	0.2794897836
778	0.2793592063
779	0.2792620155
780	0.2790875584
781	0.2789819622
782	0.2788403613
783	0.2786670015
784	0.2784810967
785	0.2782816858
786	0.278125302
787	0.2779081775
788	0.2778231593
789	0.2777308549
790	0.2776603969
791	0.2775199826
792	0.2773218424
793	0.2771723548
794	0.2770978774
795	0.2769393464
796	0.2768308884
797	0.2766382544
798	0.2764584878
799	0.2763131658
800	0.2762126254
801	0.2760407303
802	0.2759020156
803	0.2757408718
804	0.2755493556
805	0.2754728205
806	0.2752728446
807	0.275137354
808	0.2749477528
809	0.2748046331
810	0.2746022276
811	0.2745054042
812	0.2744027658
813	0.2742844092
814	0.2741638233
815	0.273995618
816	0.2738679062
817	0.2737580189
818	0.2736105416
819	0.2733989025
820	0.2732799132
821	0.2731270953
822	0.2729159042
823	0.2728236035
824	0.2727245058
825	0.2725751599
826	0.272456125
827	0.2724180841
828	0.2723156425
829	0.2721599824
830	0.2721062874
831	0.2719709856
832	0.2717307934
833	0.2714283898
834	0.2712637403
835	0.2711538571
836	0.271013116
837	0.2707449119
838	0.2706266593
839	0.2704038515
840	0.2703248867
841	0.2702165013
842	0.2701472577
843	0.2700194939
844	0.2698754319
845	0.2697535725
846	0.2696475158
847	0.269315136
848	0.269136989
849	0.269000027
850	0.2688894513
851	0.2687525691
852	0.2686347485
853	0.2684229957
854	0.2683335087
855	0.2681342153
856	0.2679992703
857	0.2678924321
858	0.2676901954
859	0.2674015104
860	0.2672639753
861	0.2670908038
862	0.266964408
863	0.266804338
864	0.2666410098
865	0.2665156195
866	0.266381571
867	0.266295566
868	0.2661941105
869	0.2660253119
870	0.2659205116
871	0.2658275803
872	0.2656004416
873	0.2654045309
874	0.2653345468
875	0.265180177
876	0.2650084684
877	0.264824316
878	0.2647781697
879	0.264660677
880	0.2644947972
881	0.2643576927
882	0.2641970759
883	0.2640572076
884	0.2639188511
885	0.2637764239
886	0.2636746816
887	0.2635606236
888	0.2633296585
889	0.2631776479
890	0.2631016028
891	0.2629606192
892	0.2628466171
893	0.262744961
894	0.262543475
895	0.2622907803
896	0.2621370347
897	0.2620300471
898	0.2618949678
899	0.2617844055
900	0.2616589209
901	0.2615287043
902	0.2613694566
903	0.2612544169
904	0.2610592695
905	0.2609326149
906	0.2607576934
907	0.2606917038
908	0.2605915241
909	0.2604941222
910	0.2603511188
911	0.2602926665
912	0.2600800228
913	0.2599915263
914	0.2598832908
915	0.2597451262
916	0.2594574033
917	0.2593559299
918	0.2592010793
919	0.2589984673
920	0.2588543801
921	0.2587095566
922	0.2586133988
923	0.2585301114
924	0.2584009626
925	0.2583053269
926	0.2582144141
927	0.2581096826
928	0.2579679846
929	0.2578449317
930	0.2577089922
931	0.2575154134
932	0.2574114298
933	0.2572429772
934	0.2571160471
935	0.2570065908
936	0.2569054123
937	0.2567242867
938	0.2566426685
939	0.2565538794
940	0.2563977852
941	0.2562371941
942	0.2560984648
943	0.2559723489
944	0.2558480052
945	0.255623783
946	0.2554509947
947	0.255335402
948	0.2552560628
949	0.2551802774
950	0.2549752879
951	0.2548700794
952	0.2547938441
953	0.2546560812
954	0.2544832438
955	0.2543197613
956	0.2542276561
957	0.2540500193
958	0.2539344423
959	0.253753801
960	0.2537207215
961	0.2536136068
962	0.2534335221
963	0.2533435983
964	0.2532654142
965	0.2531578033
966	0.2530750598
967	0.2529461465
968	0.2527995192
969	0.2525250936
970	0.2523053256
971	0.252195317
972	0.2520113088
973	0.2518786066
974	0.2517884252
975	0.2516958114
976	0.2515912954
977	0.251428611
978	0.2512783618
979	0.2511422672
980	0.2510112558
981	0.2507045593
982	0.2505222754
983	0.2503419386
984	0.2502352981
985	0.2501264329
986	0.2499938731
987	0.2499129826
988	0.2497382854
989	0.2495887767
990	0.2495369825
991	0.2493336945
992	0.2492677223
993	0.249179842
994	0.2490240702
995	0.2489045904
996	0.2488031768
997	0.2486864765
998	0.2486089516
999	0.2484474714
